Date,Sales_Value,Sales_Qty
2015-04-22,4526.50009548,28
2015-04-23,4451.10009766,25
2015-04-24,6377.7101365,42
2015-04-25,4982.33008214,54
2015-04-26,6306.07012947,50
2015-04-27,5729.37013636,40
2015-04-28,5486.9001198,33
2015-04-29,5760.74012776,44
2015-04-30,4913.43004598,35
2015-05-01,6274.520157,29
2015-05-02,6177.53013246,44
2015-05-03,4082.5400964,27
2015-05-04,4515.95012304,33
2015-05-05,4888.75008378,53
2015-05-06,4223.30002186,42
2015-05-07,4454.92008212,35
2015-05-08,4220.27011888,27
2015-05-09,3763.08008968,25
2015-05-10,4055.88008892,34
2015-05-11,8585.00012976,59
2015-05-12,5435.40011218,33
2015-05-13,1679.26003258,13
2015-05-14,6808.84013398,53
2015-05-15,5389.7401047,43
2015-05-16,2730.150055,22
2015-05-17,5738.35014756,38
2015-05-18,6211.62012496,49
2015-05-19,4400.47006234,29
2015-05-20,6989.84017582,38
2015-05-21,5748.90007785,46
2015-05-22,2194.42003628,18
2015-05-23,5890.8501436,38
2015-05-24,4000.0701143,25
2015-05-25,6147.86013816,36
2015-05-26,4389.98010644,32
2015-05-27,4595.61009224,25
2015-05-28,5397.7301026,43
2015-05-29,5467.7100678,48
2015-05-30,6984.5101778,28
2015-05-31,5425.76008234,41
2015-06-01,5332.950138239999,30
2015-06-02,7123.75019872,46
2015-06-03,3704.70006174,33
2015-06-04,4589.5200693,41
2015-06-05,1578.8100279999999,11
2015-06-06,4626.66011448,33
2015-06-07,5406.84011474,38
2015-06-08,3283.1500397,34
2015-06-09,6015.650154219999,34
2015-06-10,4684.4600985199995,32
2015-06-11,5840.93015298,30
2015-06-12,4050.02010742,27
2015-06-13,7332.29018798,39
2015-06-14,5040.25013746,27
2015-06-15,4829.38005072,37
2015-06-16,7178.64012162,50
2015-06-17,6526.8401262,37
2015-06-18,2938.61005006,24
2015-06-19,5369.56010052,38
2015-06-20,5329.93010332,33
2015-06-21,4003.09012244,24
2015-06-22,4688.30009092,38
2015-06-23,4720.0901262,25
2015-06-24,4822.59012608,25
2015-06-25,7165.35020852,39
2015-06-26,3648.990101,31
2015-06-27,7292.05013308,54
2015-06-28,3192.47003556,29
2015-06-29,5689.94012462,35
2015-06-30,6090.99014666,41
2015-07-01,3839.93006138,33
2015-07-02,5725.2801057199995,44
2015-07-03,5951.94015144,45
2015-07-04,5429.85012838,38
2015-07-05,3656.64004906,33
2015-07-06,3539.56007006,28
2015-07-07,7072.24016206,43
2015-07-08,3420.6200561,24
2015-07-09,5792.6201707,35
2015-07-10,5063.5900765199995,37
2015-07-11,4678.4001009,33
2015-07-12,5426.770115,42
2015-07-13,3425.8700752,37
2015-07-14,4697.9700929,30
2015-07-15,2369.16003032,20
2015-07-16,5582.45011144,33
2015-07-17,3177.8000794199997,15
2015-07-18,5272.8101235799995,40
2015-07-19,6126.41011426,34
2015-07-20,6203.9401245,33
2015-07-21,3487.77005015,36
2015-07-22,4200.3200989199995,24
2015-07-23,4463.84008806,35
2015-07-24,4457.22008517,31
2015-07-25,4493.43006894,34
2015-07-26,4089.4000703,33
2015-07-27,4434.11005803,42
2015-07-28,5523.66010298,37
2015-07-29,4915.97007368,32
2015-07-30,4075.17009748,22
2015-07-31,2506.75006876,14
2015-08-01,7237.81016174,39
2015-08-02,7384.18017978,49
2015-08-03,4876.0701296,26
2015-08-04,6174.19012476,45
2015-08-05,4689.30007546,43
2015-08-06,6280.78010956,43
2015-08-07,4902.49013154,30
2015-08-08,4532.73009868,39
2015-08-09,3467.49005524,27
2015-08-10,6409.37014786,38
2015-08-11,4805.93010344,37
2015-08-12,5124.5801088,37
2015-08-13,3389.2100984,16
2015-08-14,3135.23007968,15
2015-08-15,3664.7100677999997,20
2015-08-16,4961.84012624,42
2015-08-17,9883.7601853,72
2015-08-18,4667.67012414,22
2015-08-19,6004.500168099999,29
2015-08-20,6328.34011472,41
2015-08-21,5430.44009792,33
2015-08-22,4123.6901093199995,17
2015-08-23,4346.63011558,23
2015-08-24,2606.70006194,17
2015-08-25,7867.34020248,51
2015-08-26,3606.01004404,28
2015-08-27,1028.9300232,4
2015-08-28,3586.7601090999997,18
2015-08-29,4101.9000586,36
2015-08-30,5263.16012592,34
2015-08-31,5783.8301163,37
2015-09-01,5599.25010326,44
2015-09-02,3708.48005682,29
2015-09-03,4346.45012304,32
2015-09-04,8364.0702058,51
2015-09-05,5942.90015038,34
2015-09-06,4922.8600923,41
2015-09-07,3376.1600494,20
2015-09-08,3446.58008584,24
2015-09-09,4771.56012732,27
2015-09-10,5319.35008242,37
2015-09-11,2365.08002089,29
2015-09-12,4200.51010524,27
2015-09-13,5945.80014444,42
2015-09-14,6556.00007644,55
2015-09-15,4560.46010982,31
2015-09-16,3989.75007262,42
2015-09-17,4797.62012124,33
2015-09-18,4685.0001031,31
2015-09-19,5008.41009528,35
2015-09-20,7222.8501473999995,51
2015-09-21,2856.67002494,35
2015-09-22,5520.28012484,42
2015-09-23,5138.08010875,38
2015-09-24,3470.01004414,28
2015-09-25,6086.9101525999995,35
2015-09-26,6118.09016066,38
2015-09-27,3740.60007872,23
2015-09-28,7615.57017152,52
2015-09-29,3965.56008544,25
2015-09-30,6488.26012442,43
2015-10-01,4009.97007382,30
2015-10-02,3517.4200747,32
2015-10-03,9835.52021034,70
2015-10-04,3805.36008846,37
2015-10-05,4824.85009022,40
2015-10-06,4049.8200607999997,39
2015-10-07,2782.820099,11
2015-10-08,3326.95004266,32
2015-10-09,5832.59014138,28
2015-10-10,5318.92010904,35
2015-10-11,5884.81013122,40
2015-10-12,2910.24005504,15
2015-10-13,7780.41011828,62
2015-10-14,3567.18008052,19
2015-10-15,4655.9900818999995,29
2015-10-16,3850.64006999,35
2015-10-17,2694.650078,21
2015-10-18,3049.23005292,16
2015-10-19,2442.60001758,24
2015-10-20,7439.92014322,58
2015-10-21,3496.9900858,30
2015-10-22,4454.35004229,37
2015-10-23,6224.18008816,47
2015-10-24,7097.19015906,48
2015-10-25,5812.13013096,48
2015-10-26,2839.66007622,19
2015-10-27,6214.7401047799995,42
2015-10-28,6677.17011672,50
2015-10-29,3956.05008324,24
2015-10-30,5717.340152979999,38
2015-10-31,5800.450142,32
2015-11-01,6461.54009254,53
2015-11-02,5735.6201095999995,35
2015-11-03,4472.3301011799995,24
2015-11-04,4067.94002526,47
2015-11-05,4078.480095,31
2015-11-06,6864.38009254,48
2015-11-07,6742.40013514,35
2015-11-08,4994.08015082,22
2015-11-09,6026.30012916,42
2015-11-10,1896.54999538,25
2015-11-11,2541.74004368,31
2015-11-12,2410.04003534,27
2015-11-13,4321.00005348,28
2015-11-14,3278.10006726,23
2015-11-15,4716.64010632,23
2015-11-16,6017.9401283199995,49
2015-11-17,8647.9601824,71
2015-11-18,3592.3801041799998,23
2015-11-19,7140.6401024199995,52
2015-11-20,5522.9201089,49
2015-11-21,6206.34016824,39
2015-11-22,4682.920143079999,33
2015-11-23,4787.5901032,27
2015-11-24,4693.44007494,34
2015-11-25,4742.87010584,35
2015-11-26,7296.80015201,47
2015-11-27,5046.33006666,39
2015-11-28,6573.64011599,50
2015-11-29,6070.52013024,30
2015-11-30,6465.95014205,39
2015-12-01,4750.94007502,32
2015-12-02,5605.1001092199995,51
2015-12-03,6810.8701402199995,39
2015-12-04,4358.95010772,32
2015-12-05,7053.3601379599995,38
2015-12-06,4139.56010446,25
2015-12-07,1288.8600349399999,9
2015-12-08,3721.6500932,21
2015-12-09,4437.95005792,33
2015-12-10,3487.1600648,22
2015-12-11,4447.92009738,33
2015-12-12,6320.82012956,39
2015-12-13,5817.87012486,35
2015-12-14,5169.6401292,24
2015-12-15,3216.1800766799997,18
2015-12-16,3923.93005756,44
2015-12-17,3973.59007272,23
2015-12-18,4912.48011018,31
2015-12-19,6885.1901359799995,47
2015-12-20,4281.4900818999995,30
2015-12-21,5260.13011938,22
2015-12-22,3841.85006346,36
2015-12-23,2602.99003198,29
2015-12-24,3876.03010192,26
2015-12-25,8236.94013218,59
2015-12-26,4030.55010624,27
2015-12-27,6180.88012706,37
2015-12-28,5793.45009638,46
2015-12-29,2664.75007634,15
2015-12-30,5809.1200792,48
2015-12-31,5462.27009972,42
2016-01-01,5357.0201264199995,28
2016-01-02,6629.54011168,53
2016-01-03,4690.46008306,31
2016-01-04,1448.9100342,5
2016-01-05,5742.690121,46
2016-01-06,3232.60006332,24
2016-01-07,8985.64022092,51
2016-01-08,6729.65015056,51
2016-01-09,5432.47011198,31
2016-01-10,3771.4800568,31
2016-01-11,4779.05009446,43
2016-01-12,6269.43014924,30
2016-01-13,3591.21006772,17
2016-01-14,5920.9101603399995,34
2016-01-15,4727.28007508,40
2016-01-16,7341.54020716,42
2016-01-17,3605.43007678,33
2016-01-18,5452.89012158,38
2016-01-19,3461.03004082,26
2016-01-20,5664.55012908,29
2016-01-21,3925.75012604,14
2016-01-22,6443.630142399999,38
2016-01-23,4514.8400993,36
2016-01-24,5835.51016636,28
2016-01-25,4839.7401009,43
2016-01-26,4730.33009356,39
2016-01-27,5184.82011032,41
2016-01-28,3212.45006568,31
2016-01-29,4624.9400712,31
2016-01-30,4991.49010862,31
2016-01-31,4432.5300904,27
2016-02-01,4633.1101228,25
2016-02-02,6429.57010284,53
2016-02-03,6406.78015916,41
2016-02-04,6042.9801254799995,30
2016-02-05,4977.20010012,33
2016-02-06,2050.06000134,23
2016-02-07,3512.67009748,18
2016-02-08,5398.8301242,39
2016-02-09,5841.060142599999,38
2016-02-10,4939.13011554,37
2016-02-11,3814.94005952,31
2016-02-12,4045.94005598,32
2016-02-13,5653.38008133,54
2016-02-14,3941.090088,26
2016-02-15,3981.50009924,28
2016-02-16,4224.4001085,37
2016-02-17,4271.15001296,49
2016-02-18,5534.22012351,39
2016-02-19,5014.24007032,42
2016-02-20,4823.51010136,30
2016-02-21,5310.73009504,44
2016-02-22,5296.35010912,36
2016-02-23,5040.45011532,35
2016-02-24,3592.99007054,29
2016-02-25,5385.8600999,37
2016-02-26,4352.3200684,38
2016-02-27,7868.2701914399995,43
2016-02-28,5173.47014256,29
2016-02-29,2409.16005328,19
2016-03-01,5730.86011912,52
2016-03-02,5890.24011994,44
2016-03-03,2791.3000488,12
2016-03-04,2956.93008424,18
2016-03-05,4528.51011298,29
2016-03-06,2003.23004914,16
2016-03-07,6571.3801653,37
2016-03-08,3667.12005622,23
2016-03-09,3539.69005588,20
2016-03-10,8179.29018428,39
2016-03-11,4040.84008038,36
2016-03-12,4592.3700676,34
2016-03-13,4809.010131999999,28
2016-03-14,4638.90008556,37
2016-03-15,4654.97011188,37
2016-03-16,4114.90005864,34
2016-03-17,4250.40006254,34
2016-03-18,6486.01020452,28
2016-03-19,9151.73021337,60
2016-03-20,6431.34013756,39
2016-03-21,4817.00011458,28
2016-03-22,2755.8000870799997,11
2016-03-23,2580.06006628,25
2016-03-24,5163.63008321,38
2016-03-25,5617.160122,26
2016-03-26,3985.64006046,34
2016-03-27,5860.85012446,37
2016-03-28,3042.2700806,15
2016-03-29,6727.70013446,48
2016-03-30,8427.22019592,43
2016-03-31,4010.85005188,37
2016-04-01,2652.60004046,22
2016-04-02,3588.5900917,26
2016-04-03,5882.47014254,29
2016-04-04,5883.32014482,38
2016-04-05,3935.16007248,33
2016-04-06,5264.98011032,29
2016-04-07,4439.37007536,35
2016-04-08,5492.0701029,38
2016-04-09,4419.4600563,30
2016-04-10,3334.42004392,32
2016-04-11,8268.9801866,61
2016-04-12,6639.73011402,45
2016-04-13,4746.4701043,31
2016-04-14,6290.25008786,46
2016-04-15,4263.19005224,44
2016-04-16,4630.96014034,30
2016-04-17,3424.72009286,16
2016-04-18,3352.13005454,22
2016-04-19,4748.80009084,38
2016-04-20,5426.45010776,58
2016-04-21,6017.38013478,34
2016-04-22,3562.61005014,23
2016-04-23,7572.72009672,61
2016-04-24,4514.92011276,35
2016-04-25,4505.8900795399995,22
2016-04-26,4065.46006398,33
2016-04-27,5120.55014426,26
2016-04-28,1934.6900138199999,16
2016-04-29,4673.0500716999995,26
2016-04-30,1872.7300377,18
2016-05-01,6902.08014329,51
2016-05-02,4122.3900337,34
2016-05-03,3801.97004311,35
2016-05-04,3824.2301217599997,18
2016-05-05,6330.37018224,36
2016-05-06,2332.72005094,18
2016-05-07,3640.3800356,37
2016-05-08,6561.67013186,47
2016-05-09,5435.58008963,54
2016-05-10,6375.40016578,35
2016-05-11,6571.88013842,37
2016-05-12,5747.960102,29
2016-05-13,5403.90010086,36
2016-05-14,5662.11004274,52
2016-05-15,6750.70012676,48
2016-05-16,6993.4101488999995,49
2016-05-17,3647.19009402,19
2016-05-18,4734.4700928,31
2016-05-19,1690.3100319,12
2016-05-20,4208.53011334,28
2016-05-21,4757.0701218799995,25
2016-05-22,6245.90008548,46
2016-05-23,6035.3901559999995,37
2016-05-24,6082.3401109999995,56
2016-05-25,6023.930111,34
2016-05-26,2617.340088,10
2016-05-27,3977.0000993,28
2016-05-28,3898.5100555999998,30
2016-05-29,4161.99009736,42
2016-05-30,7702.85021238,38
2016-05-31,4257.1100922,23
2016-06-01,7194.8601533599995,38
2016-06-02,3227.97005084,30
2016-06-03,4606.45009246,32
2016-06-04,6839.23015216,45
2016-06-05,3521.20007326,30
2016-06-06,5775.93010334,33
2016-06-07,2622.57003786,23
2016-06-08,5367.5901185699995,34
2016-06-09,3946.4600677999997,32
2016-06-10,3618.5501023799998,25
2016-06-11,8834.14020554,48
2016-06-12,5369.60007104,38
2016-06-13,5794.79010022,42
2016-06-14,4878.26007868,40
2016-06-15,3833.2301026,16
2016-06-16,5513.1001168,34
2016-06-17,4329.12009058,36
2016-06-18,3829.20010774,18
2016-06-19,6020.91014496,33
2016-06-20,4901.4301379,34
2016-06-21,8005.52016464,54
2016-06-22,7182.92015464,32
2016-06-23,3529.50003828,31
2016-06-24,4063.8000679799998,39
2016-06-25,3480.72005852,30
2016-06-26,6029.78013439,43
2016-06-27,5177.33009724,41
2016-06-28,6565.65015806,35
2016-06-29,5884.32011042,40
2016-06-30,4472.43009206,33
2016-07-01,2465.84999838,25
2016-07-02,4264.21008704,32
2016-07-03,4354.29008112,38
2016-07-04,2782.55002588,13
2016-07-05,6480.05012524,58
2016-07-06,3297.8700791,23
2016-07-07,6183.79012307,39
2016-07-08,6188.37015934,37
2016-07-09,4028.0600891999998,26
2016-07-10,6845.6401598,50
2016-07-11,7629.71016718,46
2016-07-12,6672.26013574,42
2016-07-13,3012.5200693,26
2016-07-14,2956.97005468,32
2016-07-15,2726.7400666,16
2016-07-16,4563.27006148,43
2016-07-17,9586.3101999,52
2016-07-18,5680.7300948,44
2016-07-19,4644.43009954,34
2016-07-20,5857.65011214,34
2016-07-21,4451.4101259,33
2016-07-22,7006.63015772,49
2016-07-23,1750.3500519,9
2016-07-24,6107.33007058,39
2016-07-25,7816.6401865,56
2016-07-26,5627.21011742,45
2016-07-27,5792.67008604,50
2016-07-28,6936.95011124,57
2016-07-29,5534.26013584,39
2016-07-30,3881.070076,26
2016-07-31,5251.06011208,26
2016-08-01,5628.41012968,46
2016-08-02,4425.64009486,22
2016-08-03,2344.0900573999998,24
2016-08-04,7001.8201562799995,38
2016-08-05,5354.42008594,35
2016-08-06,7656.93016446,33
2016-08-07,5357.36013044,37
2016-08-08,3351.69005964,18
2016-08-09,5421.00015276,28
2016-08-10,3873.96002194,33
2016-08-11,5088.5601388,24
2016-08-12,4278.05010614,29
2016-08-13,3267.5300752,25
2016-08-14,4000.1401138799997,22
2016-08-15,5931.29011544,41
2016-08-16,4387.13011944,20
2016-08-17,5481.0600739599995,51
2016-08-18,4686.01008226,28
2016-08-19,4843.83008586,40
2016-08-20,5446.2801286799995,41
2016-08-21,7943.69012468,57
2016-08-22,6735.44014187,46
2016-08-23,3794.50006486,30
2016-08-24,4674.97010814,32
2016-08-25,4395.2901155399995,28
2016-08-26,3849.81002038,38
2016-08-27,4417.94008258,34
2016-08-28,3726.1101114,22
2016-08-29,4013.18008814,19
2016-08-30,10094.87019366,66
2016-08-31,6968.06016936,41
2016-09-01,8335.66020232,56
2016-09-02,6536.78010951,46
2016-09-03,2117.74003984,14
2016-09-04,4185.51008236,30
2016-09-05,4857.70010382,32
2016-09-06,3967.4700623999997,30
2016-09-07,5001.99011626,30
2016-09-08,2636.50004196,30
2016-09-09,4282.04006972,40
2016-09-10,4758.18011864,20
2016-09-11,3110.55006034,26
2016-09-12,6093.09009946,53
2016-09-13,6863.32014096,39
2016-09-14,4518.7401314399995,30
2016-09-15,4427.96009838,32
2016-09-16,8483.05016338,54
2016-09-17,5469.01013387,29
2016-09-18,5618.1001054,52
2016-09-19,3949.34003072,39
2016-09-20,3150.5800782,25
2016-09-21,2745.56002422,25
2016-09-22,5413.22013872,35
2016-09-23,4540.9500999599995,28
2016-09-24,4135.5400735,26
2016-09-25,4813.97007762,44
2016-09-26,5122.29012678,32
2016-09-27,6018.27012262,41
2016-09-28,6067.34011856,37
2016-09-29,6035.76012422,48
2016-09-30,5795.0901529,39
2016-10-01,3968.9200631,35
2016-10-02,3642.9100571199997,34
2016-10-03,6517.7901537,40
2016-10-04,5120.33008972,38
2016-10-05,3682.1301003199997,21
2016-10-06,3242.75004944,29
2016-10-07,6296.21012512,44
2016-10-08,5597.31014268,42
2016-10-09,4978.87010188,39
2016-10-10,7791.18010726,62
2016-10-11,3683.9000588999997,33
2016-10-12,3365.17005932,23
2016-10-13,4803.91009914,34
2016-10-14,5813.2500916399995,42
2016-10-15,3350.62007908,24
2016-10-16,4703.08006689,45
2016-10-17,7534.48016756,45
2016-10-18,3859.880085,21
2016-10-19,4908.12006394,51
2016-10-20,5901.73006064,42
2016-10-21,5091.9201089,35
2016-10-22,9135.0002024,58
2016-10-23,6072.38010418,36
2016-10-24,5753.17013952,39
2016-10-25,5299.86006938,39
2016-10-26,3470.2401048,16
2016-10-27,4291.48007974,29
2016-10-28,4998.85009394,37
2016-10-29,2784.99005148,31
2016-10-30,2839.0700302,27
2016-10-31,4190.23010646,30
2016-11-01,5694.7301218,42
2016-11-02,5443.00008,30
2016-11-03,5004.03008654,57
2016-11-04,5259.03011698,29
2016-11-05,5582.4600982599995,33
2016-11-06,4298.63009272,22
2016-11-07,6468.96015936,32
2016-11-08,3456.1100693,24
2016-11-09,4139.5001145999995,30
2016-11-10,5367.4001047,32
2016-11-11,4534.51009762,30
2016-11-12,6069.13009266,47
2016-11-13,7586.11017642,53
2016-11-14,3894.5000918,29
2016-11-15,4516.33008972,39
2016-11-16,2686.5400276,25
2016-11-17,7396.04011172,68
2016-11-18,8192.37019371,49
2016-11-19,5018.6001359599995,25
2016-11-20,5179.26010136,41
2016-11-21,4205.0800857799995,27
2016-11-22,4565.99009706,28
2016-11-23,3573.6700477,21
2016-11-24,6280.4901124,45
2016-11-25,7333.93013203,59
2016-11-26,4501.12007528,38
2016-11-27,7484.53018978,56
2016-11-28,6570.11015342,36
2016-11-29,6089.15010454,50
2016-11-30,5034.98012542,35
2016-12-01,4913.45011538,32
2016-12-02,5467.30012914,41
2016-12-03,5980.84013756,38
2016-12-04,6685.33014688,37
2016-12-05,5404.93010728,33
2016-12-06,7625.12016684,49
2016-12-07,2324.1700517,20
2016-12-08,2679.57003028,25
2016-12-09,3351.88003172,33
2016-12-10,6663.17018132,42
2016-12-11,4693.58008598,38
2016-12-12,6019.38015768,38
2016-12-13,4028.40009324,33
2016-12-14,2695.3700142,36
2016-12-15,5546.48015992,30
2016-12-16,5021.37008666,38
2016-12-17,3990.46009078,31
2016-12-18,5451.30013298,39
2016-12-19,4422.68008808,20
2016-12-20,5523.89011024,35
2016-12-21,4331.04001998,55
2016-12-22,5803.1801683799995,36
2016-12-23,4996.88006976,33
2016-12-24,3348.59007274,24
2016-12-25,3278.57007234,24
2016-12-26,5800.43012238,33
2016-12-27,7475.7301791,44
2016-12-28,9659.3302043,70
2016-12-29,5576.0701063999995,40
2016-12-30,6955.45015742,47
2016-12-31,6327.5001986,28
2017-01-01,5424.3601190399995,35
2017-01-02,5363.0501176,26
2017-01-03,2134.7000428,16
2017-01-04,3290.2100525,18
2017-01-05,4104.31008914,30
2017-01-06,4190.55009846,28
2017-01-07,3816.0400658199997,27
2017-01-08,4910.350086259999,36
2017-01-09,4407.26008616,28
2017-01-10,2437.47000494,31
2017-01-11,6386.87012894,54
2017-01-12,4576.83007058,39
2017-01-13,7067.6901437999995,48
2017-01-14,2175.79004294,13
2017-01-15,4910.66014112,19
2017-01-16,6031.53018584,25
2017-01-17,3687.96004874,33
2017-01-18,5772.70010772,47
2017-01-19,6735.13014226,47
2017-01-20,5176.920128,32
2017-01-21,3744.16011056,19
2017-01-22,4108.48006448,29
2017-01-23,5366.4101144,36
2017-01-24,5971.720135,44
2017-01-25,4332.99009332,28
2017-01-26,6703.9101562999995,51
2017-01-27,5922.6800921,47
2017-01-28,2954.61003502,34
2017-01-29,4696.970131,31
2017-01-30,4900.93009172,33
2017-01-31,7992.3201333199995,66
2017-02-01,7165.08015082,54
2017-02-02,5409.13010428,36
2017-02-03,5326.42013177,31
2017-02-04,4835.860118959999,38
2017-02-05,5733.32012572,37
2017-02-06,7357.22014618,47
2017-02-07,7602.6501848,50
2017-02-08,5556.24010476,43
2017-02-09,7004.2501412599995,40
2017-02-10,6337.94018582,37
2017-02-11,4052.5200691,28
2017-02-12,4188.60007862,23
2017-02-13,5446.41011052,34
2017-02-14,3379.70006186,19
2017-02-15,4177.87006378,36
2017-02-16,4591.51011662,28
2017-02-17,5029.63007748,36
2017-02-18,3798.9300843,31
2017-02-19,4387.93007288,37
2017-02-20,2874.100052,22
2017-02-21,3938.7700423,41
2017-02-22,6821.54013844,59
2017-02-23,3541.03003714,41
2017-02-24,4110.540058099999,24
2017-02-25,4790.0101244,29
2017-02-26,6679.82011804,54
2017-02-27,4240.5701065,25
2017-02-28,4952.51012424,30
2017-03-01,3716.17009354,22
2017-03-02,4667.56011982,25
2017-03-03,9816.06026872,59
2017-03-04,3294.77006916,14
2017-03-05,4264.96009838,34
2017-03-06,3722.4000588999997,34
2017-03-07,2936.6100655,24
2017-03-08,3178.51005944,29
2017-03-09,6406.42016994,33
2017-03-10,2620.32004942,24
2017-03-11,2256.69004072,19
2017-03-12,3906.46008678,32
2017-03-13,3256.26006702,14
2017-03-14,3794.27008454,27
2017-03-15,2437.1400376,20
2017-03-16,4999.71007156,49
2017-03-17,4130.97010806,31
2017-03-18,2425.67003638,20
2017-03-19,6887.86015324,38
2017-03-20,3552.60003666,24
2017-03-21,3427.11006548,32
2017-03-22,5311.00015666,31
2017-03-23,4479.25009152,40
2017-03-24,4806.920082,34
2017-03-25,5029.210136539999,30
2017-03-26,2493.3300553,12
2017-03-27,3530.85009967,23
2017-03-28,5793.09006504,50
2017-03-29,5788.12008666,52
2017-03-30,6415.25012972,49
2017-03-31,2487.72006232,17
2017-04-01,7066.57012578,55
2017-04-02,6888.81010446,54
2017-04-03,5346.40010848,45
2017-04-04,5155.0101472999995,29
2017-04-05,2798.55003736,26
2017-04-06,3568.01007854,27
2017-04-07,7058.01013576,44
2017-04-08,4753.7301026,18
2017-04-09,4730.11013044,26
2017-04-10,4704.51008622,29
2017-04-11,3545.26007094,39
2017-04-12,5859.500110739999,35
2017-04-13,4261.48009502,30
2017-04-14,7326.5901109999995,62
2017-04-15,2795.57005312,25
2017-04-16,2877.20005813,30
2017-04-17,7009.29018424,44
2017-04-18,4675.77013018,28
2017-04-19,5317.0501558,25
2017-04-20,2561.12006006,20
2017-04-21,3890.74009326,28
2017-04-22,7314.22017678,41
2017-04-23,6456.98009886,58
2017-04-24,6377.64014444,41
2017-04-25,8224.9601099,72
2017-04-26,3555.89007954,20
2017-04-27,5653.84012232,42
2017-04-28,5859.3001326799995,39
2017-04-29,4096.67009744,34
2017-04-30,6826.77013034,44
2017-05-01,7262.43017964,32
2017-05-02,7363.61014962,40
2017-05-03,6525.47014626,46
2017-05-04,3783.51006318,29
2017-05-05,5408.38005066,52
2017-05-06,4316.30006032,44
2017-05-07,3820.1700745999997,32
2017-05-08,7252.2601472,42
2017-05-09,6674.83016988,42
2017-05-10,2900.7700653399997,14
