Date,Sales_Value,Sales_Qty
2015-05-03,1283.07999795,30
2015-05-04,1152.52000808,26
2015-05-05,922.2000007,22
2015-05-06,1591.20000458,37
2015-05-07,1934.3999977,44
2015-05-08,384.45999908,10
2015-05-09,1191.0400161,31
2015-05-10,594.21000671,15
2015-05-11,1891.75000384,44
2015-05-12,686.86999893,16
2015-05-13,900.1100006,22
2015-05-14,1732.64000696,41
2015-05-15,2092.3199996,46
2015-05-16,456.75,10
2015-05-17,1138.05000685,31
2015-05-18,1438.65000533,33
2015-05-19,629.63000873,16
2015-05-20,2131.45001215,51
2015-05-21,901.9100036,21
2015-05-22,799.9199980999999,20
2015-05-23,1176.96999162,28
2015-05-24,1131.52001189,29
2015-05-25,695.11001203,19
2015-05-26,1656.67000961,38
2015-05-27,1071.68001174,25
2015-05-28,1774.16001129,47
2015-05-29,998.8399962999999,23
2015-05-30,1472.60999292,35
2015-05-31,952.05999187,24
2015-06-01,1691.72000122,39
2015-06-02,1857.37998957,43
2015-06-03,461.0,11
2015-06-04,1732.24000158,43
2015-06-05,1528.18999472,35
2015-06-06,1108.15000151,28
2015-06-07,2509.85000214,61
2015-06-08,926.11000822,25
2015-06-09,891.89000321,20
2015-06-10,1217.67000199,29
2015-06-11,572.90999608,17
2015-06-12,974.86000059,24
2015-06-13,1241.87000266,30
2015-06-14,2043.81000328,45
2015-06-15,1414.25999835,37
2015-06-16,2404.18999845,59
2015-06-17,2120.89001461,53
2015-06-18,1024.71000288,25
2015-06-19,918.04000853,26
2015-06-20,1170.41000746,29
2015-06-21,1501.2500019,38
2015-06-22,1092.0400009,25
2015-06-23,2213.28999323,54
2015-06-24,1170.5799941999999,29
2015-06-25,1326.55999756,31
2015-06-26,1234.430008,30
2015-06-27,765.3800010699999,18
2015-06-28,1186.87001033,29
2015-06-29,2131.7100105,51
2015-06-30,1443.82999792,35
2015-07-01,1418.37999721,33
2015-07-02,2284.56999962,55
2015-07-03,1980.26000211,47
2015-07-04,1382.25999821,33
2015-07-05,2156.75001134,55
2015-07-06,365.65000533,10
2015-07-07,2300.60001368,55
2015-07-08,2209.96999365,51
2015-07-09,1311.00000001,32
2015-07-10,1826.71000092,45
2015-07-11,1192.03999705,26
2015-07-12,1298.49999998,33
2015-07-13,1181.19000249,29
2015-07-14,1577.19001006,38
2015-07-15,2405.33000564,57
2015-07-16,2154.67000959,53
2015-07-17,1847.50000379,44
2015-07-18,1237.42000573,28
2015-07-19,1318.59999461,32
2015-07-20,1176.37000275,27
2015-07-21,762.63999553,18
2015-07-22,998.0700073200001,27
2015-07-23,392.99000168,9
2015-07-24,1536.9200134,36
2015-07-25,1452.63000102,34
2015-07-26,1738.53999706,43
2015-07-27,1863.13000869,43
2015-07-28,1012.74000548,24
2015-07-29,1713.9200134,39
2015-07-30,1041.46000665,28
2015-07-31,705.94999691,17
2015-08-01,903.9400025,22
2015-08-02,1261.4899901,34
2015-08-03,1110.8199996,27
2015-08-04,911.6299953,22
2015-08-05,1594.53000248,37
2015-08-06,1906.13999939,41
2015-08-07,1853.71001434,48
2015-08-08,1195.94000623,30
2015-08-09,1052.51000602,25
2015-08-10,2128.60000799,54
2015-08-11,1200.49000164,29
2015-08-12,1198.47999568,28
2015-08-13,1291.50000762,31
2015-08-14,1863.6400147,44
2015-08-15,1382.7200165,32
2015-08-16,1925.79000473,45
2015-08-17,2303.15999205,53
2015-08-18,1697.47999557,44
2015-08-19,1547.7000027,37
2015-08-20,1278.31000899,32
2015-08-21,1777.18000031,39
2015-08-22,708.00001523,19
2015-08-23,1418.90999798,33
2015-08-24,911.8999938,21
2015-08-25,1349.83000179,32
2015-08-26,636.9600067,15
2015-08-27,793.16000369,17
2015-08-28,1960.800003,48
2015-08-29,1223.2200012,30
2015-08-30,1007.42000198,24
2015-08-31,1547.49999614,37
2015-09-01,577.5,13
2015-09-02,855.34000015,20
2015-09-03,2196.16001126,53
2015-09-04,1074.04999925,26
2015-09-05,1593.82000731,37
2015-09-06,1053.98000331,25
2015-09-07,1498.18999666,37
2015-09-08,639.9199980999999,16
2015-09-09,450.57999415,9
2015-09-10,1072.72000503,26
2015-09-11,1354.30001447,35
2015-09-12,725.1300049,19
2015-09-13,1085.34000023,25
2015-09-14,1947.82000345,47
2015-09-15,861.45000843,25
2015-09-16,1446.7200012,34
2015-09-17,1226.20000455,30
2015-09-18,1129.21000293,26
2015-09-19,2025.7400054,48
2015-09-20,2288.32001492,57
2015-09-21,615.4699974,15
2015-09-22,1548.3999938,36
2015-09-23,2393.6299896,53
2015-09-24,1801.33000001,44
2015-09-25,1717.7599945,37
2015-09-26,2388.94000628,54
2015-09-27,1911.71002188,46
2015-09-28,920.4600067,22
2015-09-29,1145.17000574,30
2015-09-30,1520.03000248,35
2015-10-01,1231.7200012,28
2015-10-02,1346.48999977,31
2015-10-03,910.7800026,21
2015-10-04,1081.72000879,25
2015-10-05,1824.6399993,42
2015-10-06,2232.5900115,56
2015-10-07,1056.18999095,25
2015-10-08,866.82000351,20
2015-10-09,1740.2000084000001,39
2015-10-10,636.40000151,16
2015-10-11,1602.7300071700001,39
2015-10-12,999.4499969,23
2015-10-13,2049.99999617,52
2015-10-14,1054.58000181,28
2015-10-15,987.34000015,22
2015-10-16,1494.5899886500001,36
2015-10-17,977.25999637,25
2015-10-18,927.25,22
2015-10-19,720.1100082300001,18
2015-10-20,2506.67000956,58
2015-10-21,2482.47999572,60
2015-10-22,1228.26000219,30
2015-10-23,824.7899970999999,19
2015-10-24,947.93000221,24
2015-10-25,834.54999737,20
2015-10-26,699.13999934,17
2015-10-27,2339.43999858,52
2015-10-28,1224.85000232,30
2015-10-29,921.37999718,24
2015-10-30,2223.09000008,51
2015-10-31,865.9300193900001,25
2015-11-01,1077.81999969,25
2015-11-02,2075.85001376,48
2015-11-03,782.09999847,18
2015-11-04,1315.04000474,30
2015-11-05,1515.44999695,36
2015-11-06,1631.4199981,40
2015-11-07,1196.49000168,25
2015-11-08,866.27000049,22
2015-11-09,753.15000152,18
2015-11-10,842.55999938,22
2015-11-11,1759.33000179,44
2015-11-12,1211.7299995,27
2015-11-13,1667.02999501,42
2015-11-14,382.52000426,11
2015-11-15,1284.03999713,32
2015-11-16,1677.4300155,45
2015-11-17,2025.18999477,50
2015-11-18,1446.55000304,36
2015-11-19,2525.53999522,57
2015-11-20,1941.33000941,48
2015-11-21,871.40999603,23
2015-11-22,1041.9000091999999,23
2015-11-23,963.72999572,23
2015-11-24,1394.57999412,34
2015-11-25,1549.39000515,38
2015-11-26,204.4700012,5
2015-11-27,1189.22000884,31
2015-11-28,1610.8500060000001,38
2015-11-29,1015.1800079,24
2015-11-30,1786.76000212,41
2015-12-01,1222.79000092,30
2015-12-02,837.5,19
2015-12-03,1223.56000516,28
2015-12-04,1829.04999531,44
2015-12-05,888.76000594,22
2015-12-06,468.45999908,11
2015-12-07,535.31999965,13
2015-12-08,529.92000961,14
2015-12-09,1360.4200134,33
2015-12-10,297.0,7
2015-12-11,852.13999935,21
2015-12-12,1071.5300064,25
2015-12-13,1522.5,34
2015-12-14,655.70999521,18
2015-12-15,845.5,18
2015-12-16,2051.48000325,49
2015-12-17,1304.61000062,31
2015-12-18,1168.03000258,28
2015-12-19,720.9700012000001,17
2015-12-20,1434.97001646,34
2015-12-21,1133.2799948,30
2015-12-22,921.37999725,21
2015-12-23,1381.09999843,33
2015-12-24,1317.9499969,31
2015-12-25,1710.40000151,42
2015-12-26,641.3199997,14
2015-12-27,1753.41000934,42
2015-12-28,1188.39000324,29
2015-12-29,255.27999878,6
2015-12-30,1832.54999729,44
2015-12-31,2269.52000423,56
2016-01-01,1021.74999232,24
2016-01-02,1074.39999381,26
2016-01-03,1950.26000023,46
2016-01-04,974.36000822,24
2016-01-05,1873.28001784,47
2016-01-06,1234.37001415,31
2016-01-07,2380.4300079,56
2016-01-08,1235.45999518,31
2016-01-09,2031.54999152,48
2016-01-10,548.3700027,14
2016-01-11,1097.80000122,26
2016-01-12,2522.03002162,60
2016-01-13,447.98000336,10
2016-01-14,1887.52999878,44
2016-01-15,491.70000461,12
2016-01-16,2240.00998672,54
2016-01-17,1037.95000074,24
2016-01-18,967.99000168,22
2016-01-19,1032.21999736,25
2016-01-20,2373.29999731,56
2016-01-21,1097.0,24
2016-01-22,1184.4600067000001,30
2016-01-23,1617.93001174,38
2016-01-24,1960.69001006,46
2016-01-25,760.50999446,19
2016-01-26,1197.37000275,28
2016-01-27,2065.15000529,49
2016-01-28,1105.9600067000001,25
2016-01-29,1282.76000212,32
2016-01-30,1010.8499985,25
2016-01-31,748.03001021,18
2016-02-01,1097.15999983,29
2016-02-02,1117.08000946,27
2016-02-03,1599.48000334,39
2016-02-04,865.7100067,21
2016-02-05,953.8200034500001,24
2016-02-06,950.58000183,21
2016-02-07,514.66000362,13
2016-02-08,823.46001813,23
2016-02-09,1445.65000151,32
2016-02-10,1516.48999401,36
2016-02-11,793.4299927,20
2016-02-12,997.36000062,24
2016-02-13,1491.7400055,34
2016-02-14,1518.6999969,34
2016-02-15,708.0,15
2016-02-16,657.9600067,14
2016-02-17,964.21001057,23
2016-02-18,1054.32000731,26
2016-02-19,1730.7400131,39
2016-02-20,1499.8499965199999,34
2016-02-21,2137.31999584,51
2016-02-22,911.36000447,23
2016-02-23,1401.55000305,31
2016-02-24,1008.72000884,25
2016-02-25,208.5,5
2016-02-26,1236.50000571,30
2016-02-27,1295.48000331,30
2016-02-28,1197.10000227,29
2016-02-29,1171.73000718,31
2016-03-01,2102.1899852,50
2016-03-02,1929.9500122,49
2016-03-03,1571.38999939,37
2016-03-04,1739.9700012,39
2016-03-05,1210.60000225,30
2016-03-06,1096.17000197,26
2016-03-07,1403.03999513,35
2016-03-08,1182.23999782,25
2016-03-09,1116.54000096,25
2016-03-10,1392.94001006,35
2016-03-11,1008.43002313,27
2016-03-12,1474.68001177,39
2016-03-13,424.28000069,10
2016-03-14,837.8699989300001,19
2016-03-15,1990.0400009,45
2016-03-16,1306.02000415,34
2016-03-17,2009.77999114,51
2016-03-18,1849.01000601,42
2016-03-19,1365.45000075,34
2016-03-20,1630.47000885,40
2016-03-21,769.48000336,20
2016-03-22,940.71001432,23
2016-03-23,1069.30999374,26
2016-03-24,1328.4600067000001,31
2016-03-25,2497.3600025,56
2016-03-26,2284.56998449,60
2016-03-27,1502.7899932,35
2016-03-28,1432.03001392,37
2016-03-29,1424.34000004,37
2016-03-30,1666.13001439,42
2016-03-31,1149.20001218,28
2016-04-01,2082.40000908,50
2016-04-02,1297.4800033,31
2016-04-03,984.84000777,24
2016-04-04,383.87999725,9
2016-04-05,937.4999924,22
2016-04-06,588.02000426,14
2016-04-07,1524.8099994,36
2016-04-08,1821.34000397,43
2016-04-09,1324.85999285,34
2016-04-10,2190.92999635,52
2016-04-11,2201.43001555,53
2016-04-12,1138.3700027300001,29
2016-04-13,2105.92001723,50
2016-04-14,1737.39001467,44
2016-04-15,1433.55998995,36
2016-04-16,918.23000718,22
2016-04-17,1095.75000755,28
2016-04-18,2251.53000255,52
2016-04-19,690.2000046,18
2016-04-20,1331.57001115,32
2016-04-21,1610.99999998,38
2016-04-22,1304.43999858,30
2016-04-23,1369.07999411,33
2016-04-24,845.12999722,22
2016-04-25,1398.64001461,35
2016-04-26,1388.0299988,34
2016-04-27,1327.23000149,33
2016-04-28,319.25000381,9
2016-04-29,2614.0199966,59
2016-04-30,1107.48000336,25
2016-05-01,1623.3700103,40
2016-05-02,1190.12999717,29
2016-05-03,556.15999988,13
2016-05-04,1570.5899963,38
2016-05-05,1583.04000092,37
2016-05-06,1806.4799958,42
2016-05-07,1428.68999859,33
2016-05-08,916.4199982,21
2016-05-09,911.91999434,25
2016-05-10,685.40999988,19
2016-05-11,420.5,9
2016-05-12,1328.4199981,34
2016-05-13,2236.48999777,54
2016-05-14,619.51001167,15
2016-05-15,1502.31999971,37
2016-05-16,1190.82000731,30
2016-05-17,596.83000566,15
2016-05-18,912.62999725,25
2016-05-19,913.31000518,23
2016-05-20,1493.57000731,40
2016-05-21,1711.80999369,40
2016-05-22,1789.30999358,43
2016-05-23,471.36999893999996,12
2016-05-24,1982.71999738,45
2016-05-25,1357.68000031,33
2016-05-26,919.9600067,22
2016-05-27,1826.16003033,46
2016-05-28,1409.87001417,38
2016-05-29,854.61000059,21
2016-05-30,2839.11999501,72
2016-05-31,1990.58000174,46
2016-06-01,1849.34000008,43
2016-06-02,936.91001508,23
2016-06-03,560.45999912,14
2016-06-04,1837.81000519,45
2016-06-05,920.8800010699999,21
2016-06-06,1137.09000015,25
2016-06-07,797.0099945300001,20
2016-06-08,2088.49000164,47
2016-06-09,2589.74000926,59
2016-06-10,1734.08999633,42
2016-06-11,1706.31999973,41
2016-06-12,1583.90999603,35
2016-06-13,2138.72999956,49
2016-06-14,1114.80000876,28
2016-06-15,1422.89001083,37
2016-06-16,1356.63999556,36
2016-06-17,1464.10000991,33
2016-06-18,855.18000031,20
2016-06-19,1275.1899947,32
2016-06-20,867.3500023,21
2016-06-21,1747.13999932,44
2016-06-22,2046.7900009,53
2016-06-23,1123.84001913,29
2016-06-24,1448.68000983,36
2016-06-25,1920.13999557,45
2016-06-26,2737.76000967,63
2016-06-27,1274.5400009,31
2016-06-28,2253.24999232,53
2016-06-29,746.37000278,19
2016-06-30,3394.92998872,78
2016-07-01,978.91001317,26
2016-07-02,340.0,8
2016-07-03,1161.84000779,28
2016-07-04,1059.38999553,24
2016-07-05,1871.9100037,42
2016-07-06,1355.9199981,32
2016-07-07,2236.10000793,58
2016-07-08,1605.4599991,39
2016-07-09,797.0999984,20
2016-07-10,1135.11000443,27
2016-07-11,2649.04000098,65
2016-07-12,1309.48000335,32
2016-07-13,1873.00999831,45
2016-07-14,572.0200042700001,14
2016-07-15,1504.27999873,34
2016-07-16,1499.0399951,35
2016-07-17,1505.18000028,36
2016-07-18,1746.44001009,43
2016-07-19,652.74999427,15
2016-07-20,1347.68000027,33
2016-07-21,1727.44001772,43
2016-07-22,1385.3999939,29
2016-07-23,1051.27999878,23
2016-07-24,1996.54999923,51
2016-07-25,1407.40999598,34
2016-07-26,1946.57999798,45
2016-07-27,1781.14001076,43
2016-07-28,2523.83000561,61
2016-07-29,1402.8300094,33
2016-07-30,1220.68999485,29
2016-07-31,1611.5,36
2016-08-01,1381.7400055,31
2016-08-02,732.36999702,18
2016-08-03,1329.76999658,32
2016-08-04,1017.7099914,24
2016-08-05,2327.81999959,60
2016-08-06,919.71000288,23
2016-08-07,1111.72000503,29
2016-08-08,1224.8200035,34
2016-08-09,1956.55999744,50
2016-08-10,1038.2300033,24
2016-08-11,2726.67000206,65
2016-08-12,2574.50999445,59
2016-08-13,765.54999924,19
2016-08-14,842.52999105,22
2016-08-15,1153.38001625,30
2016-08-16,684.24000743,17
2016-08-17,2134.24000729,58
2016-08-18,577.0,13
2016-08-19,957.51999285,24
2016-08-20,1683.6800079099999,37
2016-08-21,2312.77001186,55
2016-08-22,1695.4300079,41
2016-08-23,1737.82000726,45
2016-08-24,1439.70001218,33
2016-08-25,1115.3700027,25
2016-08-26,1228.3199997,29
2016-08-27,1145.93999091,28
2016-08-28,697.93999485,17
2016-08-29,1168.63999938,27
2016-08-30,1899.68001172,45
2016-08-31,1584.38000296,38
2016-09-01,1131.21999348,28
2016-09-02,1374.5600052,33
2016-09-03,356.2599945,9
2016-09-04,2957.81998815,70
2016-09-05,1104.53999331,26
2016-09-06,1676.3999938,39
2016-09-07,1143.09999079,28
2016-09-08,318.0,7
2016-09-09,1417.84001343,34
2016-09-10,1765.28000828,43
2016-09-11,1573.06999965,39
2016-09-12,2613.95999523,57
2016-09-13,1007.4400062899999,26
2016-09-14,1330.96000671,32
2016-09-15,1133.22001637,30
2016-09-16,1700.6300048,40
2016-09-17,1988.29001048,46
2016-09-18,1006.06999588,23
2016-09-19,916.45999145,22
2016-09-20,2208.23001862,55
2016-09-21,1249.29000092,28
2016-09-22,1359.07001108,33
2016-09-23,893.37999719,24
2016-09-24,1337.3699951,30
2016-09-25,1406.05000299,32
2016-09-26,1468.89999388,34
2016-09-27,1046.92999647,25
2016-09-28,1021.64001082,24
2016-09-29,1999.84000395,46
2016-09-30,1263.22000118,31
2016-10-01,1601.71001435,40
2016-10-02,2751.52001184,63
2016-10-03,1379.6999989,31
2016-10-04,1311.49000168,30
2016-10-05,1730.1500091,42
2016-10-06,790.78000253,21
2016-10-07,1770.30000307,42
2016-10-08,2112.98001091,48
2016-10-09,1712.88999938,46
2016-10-10,1076.61000055,27
2016-10-11,916.62999725,20
2016-10-12,144.5,3
2016-10-13,1040.38000491,25
2016-10-14,1104.67000572,30
2016-10-15,1408.8899994,35
2016-10-16,1507.21000288,38
2016-10-17,2137.88999175,51
2016-10-18,1915.82000729,47
2016-10-19,2274.29000853,51
2016-10-20,2122.48000141,50
2016-10-21,1322.78999327,33
2016-10-22,1313.31000521,31
2016-10-23,1018.33000563,22
2016-10-24,1407.54000097,33
2016-10-25,1350.5099867000001,35
2016-10-26,1549.64999765,38
2016-10-27,1424.44999685,37
2016-10-28,1285.89000703,31
2016-10-29,981.18999863,23
2016-10-30,1068.95000647,25
2016-10-31,1201.40999217,28
2016-11-01,1027.40001676,28
2016-11-02,2341.22999563,55
2016-11-03,983.93999484,25
2016-11-04,2049.10999284,48
2016-11-05,1176.66000164,31
2016-11-06,647.8800049,16
2016-11-07,1590.71000093,40
2016-11-08,1398.5100021,33
2016-11-09,1599.08999633,38
2016-11-10,773.66000367,18
2016-11-11,910.22999953,23
2016-11-12,1681.74000538,42
2016-11-13,179.86999702,5
2016-11-14,1720.96001428,43
2016-11-15,904.73999403,21
2016-11-16,1404.9800071,33
2016-11-17,1139.3999939,27
2016-11-18,2058.1800136800002,51
2016-11-19,556.22000123,15
2016-11-20,1572.06000123,39
2016-11-21,1676.27999866,39
2016-11-22,1457.4299964699999,37
2016-11-23,1041.20999903,26
2016-11-24,1709.07001878,44
2016-11-25,2213.96999739,49
2016-11-26,2015.58999446,50
2016-11-27,1291.6700286300002,34
2016-11-28,1834.19999311,43
2016-11-29,2524.45999528,58
2016-11-30,1681.51999664,41
2016-12-01,1437.85000614,37
2016-12-02,1216.09999848,29
2016-12-03,1105.06002036,29
2016-12-04,1020.62000843,26
2016-12-05,731.99000173,18
2016-12-06,2289.72999567,54
2016-12-07,1413.0699997,33
2016-12-08,1081.40999978,26
2016-12-09,1500.51999278,36
2016-12-10,2421.4399948,57
2016-12-11,1160.13999556,29
2016-12-12,1074.23000339,29
2016-12-13,785.4300079,19
2016-12-14,679.05000305,17
2016-12-15,1929.19999696,45
2016-12-16,1672.88001254,43
2016-12-17,624.20000838,15
2016-12-18,2222.9899978,52
2016-12-19,1130.52000042,26
2016-12-20,1515.45999136,38
2016-12-21,1287.7900161,31
2016-12-22,1939.99001884,49
2016-12-23,1139.82001119,32
2016-12-24,555.65999985,13
2016-12-25,1607.24002072,41
2016-12-26,1650.37998965,38
2016-12-27,1544.83999629,38
2016-12-28,2467.74000161,57
2016-12-29,1759.05999747,40
2016-12-30,1018.65999797,25
2016-12-31,775.47000123,16
2017-01-01,2542.8999977,59
2017-01-02,2057.62000656,50
2017-01-03,695.04000096,16
2017-01-04,973.7400093800001,25
2017-01-05,486.46000285,12
2017-01-06,1154.8599852,29
2017-01-07,1453.18000406,34
2017-01-08,1893.8199918999999,44
2017-01-09,2207.3399963,51
2017-01-10,410.36000634,11
2017-01-11,1339.31999588,30
2017-01-12,1563.77000801,36
2017-01-13,902.1100006199999,23
2017-01-14,1211.6399994,29
2017-01-15,2328.11999502,55
2017-01-16,915.6699980999999,21
2017-01-17,1375.23000336,37
2017-01-18,1561.55001065,38
2017-01-19,1237.36000062,31
2017-01-20,1344.1300049000001,31
2017-01-21,1826.1200104,44
2017-01-22,1926.52000796,45
2017-01-23,1455.18999854,33
2017-01-24,2097.4100074,52
2017-01-25,1098.23999785,27
2017-01-26,1435.35999683,34
2017-01-27,1126.3300018,30
2017-01-28,1009.0000076,25
2017-01-29,1560.25999833,36
2017-01-30,1505.04998762,36
2017-01-31,1926.34000015,45
2017-02-01,1171.14999955,31
2017-02-02,1855.41001126,45
2017-02-03,1924.92999269,45
2017-02-04,1261.35001371,30
2017-02-05,1075.11000052,25
2017-02-06,1504.2199934999999,35
2017-02-07,3486.92999261,80
2017-02-08,1030.54000863,29
2017-02-09,728.58000183,17
2017-02-10,1946.58000749,47
2017-02-11,1253.04000092,29
2017-02-12,450.15000533,12
2017-02-13,1401.90999988,32
2017-02-14,865.99000168,20
2017-02-15,949.55000305,25
2017-02-16,1178.00998691,29
2017-02-17,2508.9499969,57
2017-02-18,1234.5,28
2017-02-19,1901.86000439,44
2017-02-20,678.80001065,19
2017-02-21,1716.4600067000001,40
2017-02-22,2704.42000578,60
2017-02-23,1268.369995,31
2017-02-24,1332.49999232,32
2017-02-25,1743.670002,42
2017-02-26,1224.42000578,30
2017-02-27,2206.8200035200002,52
2017-02-28,1154.2300033000001,27
2017-03-01,951.04000092,23
2017-03-02,838.9300003000001,19
2017-03-03,2391.79999545,56
2017-03-04,1054.6900024,25
2017-03-05,1432.74999421,36
2017-03-06,1379.50999828,33
2017-03-07,1328.87000648,34
2017-03-08,1004.9600067,24
2017-03-09,2058.35002138,46
2017-03-10,1112.19000634,27
2017-03-11,935.57000727,22
2017-03-12,1474.86999893,34
2017-03-13,1189.22998791,30
2017-03-14,502.0,11
2017-03-15,707.96000288,17
2017-03-16,1116.01000597,27
2017-03-17,1747.90999593,43
2017-03-18,442.67000199,11
2017-03-19,1086.38000107,25
2017-03-20,1983.27000428,46
2017-03-21,654.50001146,18
2017-03-22,1545.2100067000001,35
2017-03-23,2600.1000041,65
2017-03-24,1199.70999906,29
2017-03-25,1127.95000835,29
2017-03-26,1609.09000397,36
2017-03-27,1717.99999993,41
2017-03-28,1368.2100067000001,36
2017-03-29,856.8600006199999,20
2017-03-30,1668.88001628,42
2017-03-31,897.3999938,21
2017-04-01,753.0,19
2017-04-02,1248.4600067000001,28
2017-04-03,1212.1100006000001,31
2017-04-04,1145.72000882,29
2017-04-05,954.67000964,23
2017-04-06,765.36999895,18
2017-04-07,1553.79000087,39
2017-04-08,986.7499961,24
2017-04-09,1435.1099968,34
2017-04-10,1399.01999658,37
2017-04-11,980.9199981300001,23
2017-04-12,1173.9199982,28
2017-04-13,845.44000245,21
2017-04-14,1438.27000054,35
2017-04-15,1157.19001,29
2017-04-16,702.15999599,16
2017-04-17,1697.8800011,41
2017-04-18,963.38000493,21
2017-04-19,1592.0599897,39
2017-04-20,1078.70999911,26
2017-04-21,1459.93000791,35
2017-04-22,1438.58001329,36
2017-04-23,977.02000423,21
2017-04-24,1659.24999235,39
2017-04-25,2096.69001381,49
2017-04-26,1336.60000608,34
2017-04-27,1945.01000204,50
2017-04-28,755.15999988,18
2017-04-29,1615.71000292,36
2017-04-30,1745.30000868,38
2017-05-01,1558.0899886500001,37
2017-05-02,1453.5800018300001,34
2017-05-03,472.84999845,12
2017-05-04,2118.09001163,49
2017-05-05,2440.66000367,54
2017-05-06,1281.08999636,32
2017-05-07,779.0,18
2017-05-08,1579.28998953,38
2017-05-09,1266.64999385,28
2017-05-10,917.47000886,19
2017-05-11,642.83000183,15
2017-05-12,1360.69000237,35
2017-05-13,1912.01001351,44
2017-05-14,942.0,23
2017-05-15,931.19001009,23
2017-05-16,1462.33999625,30
2017-05-17,881.37999725,21
2017-05-18,1365.36999895,35
2017-05-19,2024.98999398,49
2017-05-20,2026.91999621,46
2017-05-21,1115.7500076000001,29
2017-05-22,1375.57001109,34
2017-05-23,1238.9900017100001,29
2017-05-24,1394.3600158,34
2017-05-25,1922.94000242,44
2017-05-26,1501.73999782,36
2017-05-27,812.85000609,16
2017-05-28,725.98999782,17
2017-05-29,797.04000853,19
2017-05-30,1399.4000091,30
